timestamp,clients,jobs,duration_s,tps_including,tps_excluding,latency_ms_avg,tx_processed,return_code,error
2025-11-04T15:22:23,350,4,60,1397.509967,1397.55969,57.101,83975,0,
2025-11-04T15:23:27,350,4,60,1559.223156,1559.261013,50.753,93675,0,
2025-11-04T15:24:32,380,4,60,1649.500618,1649.53087,51.411,99088,0,
2025-11-04T15:25:36,380,4,60,1747.921824,1747.953251,48.388,105011,0,
2025-11-04T15:26:40,400,4,60,1724.865675,1724.895507,51.863,103623,0,
2025-11-04T15:27:44,400,4,60,1691.164234,1691.196103,52.808,101643,0,
